    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.69e+01      7.71314e+14 3.00e+00         0.130279              N/A      4.56s 0
   1 1.52e+01          382.257 3.00e+00          0.11557              N/A     22.23s 0
   2 5.81e+00          91.1291 1.30e+01        0.0740721              N/A     23.59s 0
   3 5.62e+00          1354.38 1.10e+01        0.0707247              N/A     22.54s 0
   4 4.97e+00      6.85056e+06 1.10e+01        0.0707247              N/A     21.26s 0
   5 4.73e+00          20.8266 1.10e+01        0.0707247              N/A     19.41s 0
   6 5.13e+00          110.329 1.10e+01        0.0707247              N/A     19.46s 0
   7 8.37e+00          10.3757 1.10e+01        0.0707247              N/A     18.42s 0
   8 1.05e+01          20.9197 1.10e+01        0.0707247              N/A     19.20s 0
   9 1.10e+01          6178.48 1.10e+01        0.0707247              N/A     18.33s 0
  10 1.10e+01          97.0863 1.10e+01        0.0707247              N/A     17.72s 0
  11 1.14e+01           33.113 1.10e+01        0.0669816              N/A     16.68s 0
  12 1.09e+01          13.2353 1.10e+01        0.0669816              N/A     15.67s 0
  13 1.13e+01          24.1802 1.10e+01        0.0669816              N/A     14.53s 0
  14 1.13e+01          10.9149 1.10e+01        0.0669816              N/A     13.61s 0
  15 1.10e+01          148.352 1.10e+01        0.0669816              N/A     11.47s 0
  16 1.11e+01          63376.8 1.10e+01        0.0669816              N/A     10.61s 0
  17 1.13e+01          78.6486 1.10e+01        0.0669816              N/A      8.95s 0
  18 1.12e+01          40.0079 1.10e+01        0.0669816              N/A      7.68s 0
  19 1.09e+01          150.001 2.50e+01         0.064871              N/A      6.61s 0
  20 1.10e+01           358911 1.10e+01        0.0669816              N/A      5.27s 0
  21 1.10e+01          233.627 1.10e+01        0.0669816              N/A      3.97s 0
  22 1.11e+01          19.1261 1.10e+01        0.0669816              N/A      2.67s 0
  23 1.11e+01          39.1689 1.10e+01        0.0669816              N/A      1.40s 0
  24 1.12e+01          96.7053 1.10e+01        0.0669816              N/A      0.00s 0
  25 1.12e+01          65.3442 1.10e+01        0.0669816              N/A     32.57s 0
  26 1.11e+01          32.0419 1.10e+01        0.0669816              N/A     32.64s 0
  27 1.10e+01          30.0504 1.10e+01        0.0669816              N/A     29.67s 0
  28 1.14e+01           101704 1.10e+01        0.0669816              N/A     27.69s 0
  29 1.10e+01          32.9744 1.10e+01        0.0669816              N/A     26.34s 0
  30 1.11e+01          119.397 1.10e+01        0.0669816              N/A     25.60s 0
  31 1.12e+01      3.26134e+12 1.10e+01        0.0669816              N/A     23.54s 0
  32 1.10e+01      3.39977e+07 1.10e+01        0.0669816              N/A     22.62s 0
  33 1.12e+01          37.4719 1.10e+01         0.062572              N/A     21.14s 0
  34 1.11e+01           407054 1.10e+01         0.062572              N/A     21.52s 0
  35 1.11e+01           95.056 1.10e+01         0.062572              N/A     18.47s 0
  36 1.10e+01          43.8485 1.10e+01         0.062572              N/A     17.77s 0
  37 1.14e+01          63.9766 1.10e+01         0.062572              N/A     16.63s 0
  38 1.10e+01          30.4627 1.10e+01         0.062572              N/A     14.30s 0
  39 1.13e+01          512.045 1.10e+01         0.062572              N/A     13.14s 0
  40 1.11e+01           30.345 1.10e+01         0.062572              N/A     12.70s 0
  41 1.13e+01      1.83699e+07 1.10e+01         0.062572              N/A     10.63s 0
  42 1.14e+01          33.6427 1.10e+01         0.062572              N/A      9.64s 0
  43 1.12e+01          58.4062 1.10e+01         0.062572              N/A      8.00s 0
  44 1.13e+01          40.0229 1.10e+01         0.062572              N/A      6.90s 0
  45 1.11e+01          28.8733 1.10e+01         0.062572              N/A      5.45s 0
  46 1.11e+01           281845 1.10e+01         0.062572              N/A      4.29s 0
  47 1.07e+01          30.8013 1.10e+01         0.062572              N/A      2.74s 0
  48 1.12e+01          42.4238 1.10e+01         0.062572              N/A      1.35s 0
  49 1.10e+01           442702 1.10e+01         0.062572              N/A      0.00s 0
  50 1.12e+01          665.704 1.10e+01         0.062572              N/A     32.80s 0
  51 1.10e+01          88134.1 1.10e+01         0.062572              N/A     31.21s 0
  52 1.13e+01          99042.3 1.10e+01         0.062572              N/A     29.11s 0
